scene_id,working_point,seed,delay_error_ns,target_velocity_mps,target_snr_db,metric,metric_direction,A0_value,A0_status,A1_value,A1_status,A2_value,A2_status,A3_value,A3_status,A1_minus_A0_transformed,recoverable_space_transformed,blind_recovery_transformed,recovery_ratio,status,definition
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,73.41153466234317,passed,138.2136886243018,passed,80.1964719867974,passed,-2.077952119122827,-64.80215396195862,-6.7849373244542335,0.10470234258628586,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,12.709563185753447,passed,7.917742715478879,passed,6.89532054447198,passed,-10.94802239822993,4.791820470274568,5.814242641281467,1.2133682130516703,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.024201976750110734,passed,0.08205748275696245,passed,0.030289842518331264,passed,0.0019272330135249698,-0.057855506006851715,-0.00608786576822053,0.10522534825811662,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,73.41153466234317,passed,138.2136886243018,passed,80.1964719867974,passed,-2.077952119122827,-64.80215396195862,-6.7849373244542335,0.10470234258628586,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,12.709563185753447,passed,7.917742715478879,passed,6.89532054447198,passed,-10.94802239822993,4.791820470274568,5.814242641281467,1.2133682130516703,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.024201976750110734,passed,0.08205748275696245,passed,0.030289842518331264,passed,0.0019272330135249698,-0.057855506006851715,-0.00608786576822053,0.10522534825811662,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,73.41153466234317,passed,138.2136886243018,passed,80.1964719867974,passed,-2.077952119122827,-64.80215396195862,-6.7849373244542335,0.10470234258628586,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,12.709563185753447,passed,7.917742715478879,passed,6.89532054447198,passed,-10.94802239822993,4.791820470274568,5.814242641281467,1.2133682130516703,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m1ns,base,303,-1.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.024201976750110734,passed,0.08205748275696245,passed,0.030289842518331264,passed,0.0019272330135249698,-0.057855506006851715,-0.00608786576822053,0.10522534825811662,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,159.88998932358425,passed,115.61456759490046,passed,75.81106512402673,passed,-88.5564067803639,44.27542172868378,84.07892419955752,1.8989977038454064,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,11.628469281851801,passed,5.641417344345403,passed,8.675349895905178,passed,-9.866928494328285,5.987051937506398,2.953119385946623,0.4932510051310153,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.09801783748357826,passed,0.06925427277125759,passed,0.036876786873195094,passed,-0.07188862771994256,0.028763564712320666,0.06114105061038316,2.1256423263905755,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,159.88998932358425,passed,115.61456759490046,passed,75.81106512402673,passed,-88.5564067803639,44.27542172868378,84.07892419955752,1.8989977038454064,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,11.628469281851801,passed,5.641417344345403,passed,8.675349895905178,passed,-9.866928494328285,5.987051937506398,2.953119385946623,0.4932510051310153,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.09801783748357826,passed,0.06925427277125759,passed,0.036876786873195094,passed,-0.07188862771994256,0.028763564712320666,0.06114105061038316,2.1256423263905755,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,159.88998932358425,passed,115.61456759490046,passed,75.81106512402673,passed,-88.5564067803639,44.27542172868378,84.07892419955752,1.8989977038454064,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,11.628469281851801,passed,5.641417344345403,passed,8.675349895905178,passed,-9.866928494328285,5.987051937506398,2.953119385946623,0.4932510051310153,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.09801783748357826,passed,0.06925427277125759,passed,0.036876786873195094,passed,-0.07188862771994256,0.028763564712320666,0.06114105061038316,2.1256423263905755,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,159.88998932358425,passed,115.61456759490046,passed,75.81106512402673,passed,-88.5564067803639,44.27542172868378,84.07892419955752,1.8989977038454064,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,11.628469281851801,passed,5.641417344345403,passed,8.675349895905178,passed,-9.866928494328285,5.987051937506398,2.953119385946623,0.4932510051310153,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_p2ns,base,303,2.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.09801783748357826,passed,0.06925427277125759,passed,0.036876786873195094,passed,-0.07188862771994256,0.028763564712320666,0.06114105061038316,2.1256423263905755,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,94.79121202336523,passed,294.2264745002342,passed,91.7227077533661,passed,-23.457629480144888,-199.43526247686896,3.0685042699991385,-0.015385966513093602,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,4.5776003219404915,passed,13.913446263281827,passed,8.767799651344948,passed,-2.816059534416974,-9.335845941341336,-4.190199329404456,0.4488290997658029,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.04857815473729598,passed,0.1854103404652095,passed,0.042782687495309474,passed,-0.022448944973660276,-0.1368321857279135,0.005795467241986506,-0.04235456161981224,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,position_rmse_m,lower_is_better,71.33358254322034,passed,94.79121202336523,passed,294.2264745002342,passed,91.7227077533661,passed,-23.457629480144888,-199.43526247686896,3.0685042699991385,-0.015385966513093602,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,velocity_rmse_mps_ground_speed,lower_is_better,1.7615407875235176,passed,4.5776003219404915,passed,13.913446263281827,passed,8.767799651344948,passed,-2.816059534416974,-9.335845941341336,-4.190199329404456,0.4488290997658029,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,angle_rmse_deg,lower_is_better,0.026129209763635704,passed,0.04857815473729598,passed,0.1854103404652095,passed,0.042782687495309474,passed,-0.022448944973660276,-0.1368321857279135,0.005795467241986506,-0.04235456161981224,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_303__v_p6d7__snr_p35__delay_m2ns,base,303,-2.0,6.7,35.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
