case_id,error_deg,seed,texture,range_center_m,branch,calibration_mode,method,status,decision,estimate_deg,uncertainty_deg,zero_error_deadband_deg,applied_correction_deg,correction_source,model_mismatch,fallback_reason,causal_data_sources,target_truth_used,on_off_difference_used,known_error_used,servo_truth_used,input_paths
clutter_servo_high_texture_7500m_p0p000deg_seed_101,0.0,101,high_texture,7500.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,NO_CORRECTION_NEEDED,0.0,0.0,0.0,0.0,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_003/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_7500m_p0p000deg_seed_101,0.0,101,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,-0.12930336177963292,0.026811186478574778,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_003/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_003/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_p0p000deg_seed_101,0.0,101,high_texture,10000.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_004/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_10000m_p0p000deg_seed_101,0.0,101,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,FALLBACK_MODEL_MISMATCH,KEEP_CURRENT,,,0.0,0.0,fallback_current,True,primary_feature_family_disagreement,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_004/off/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_10000m_p0p000deg_seed_101,0.0,101,high_texture,10000.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,NO_CORRECTION_NEEDED,0.0,0.0,0.0,0.0,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_004/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_10000m_p0p000deg_seed_101,0.0,101,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,0.04743734583090419,0.028893292793604634,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_004/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_004/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_p0p000deg_seed_202,0.0,202,low_texture,7500.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_005/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_7500m_p0p000deg_seed_202,0.0,202,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,FALLBACK_MODEL_MISMATCH,KEEP_CURRENT,,,0.0,0.0,fallback_current,True,primary_feature_family_disagreement,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_005/off/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_7500m_p0p000deg_seed_202,0.0,202,low_texture,7500.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,NO_CORRECTION_NEEDED,0.0,0.0,0.0,0.0,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_005/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_7500m_p0p000deg_seed_202,0.0,202,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,-0.022113253939043252,0.022882986432715743,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_005/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_005/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_p0p000deg_seed_202,0.0,202,low_texture,10000.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_006/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_10000m_p0p000deg_seed_202,0.0,202,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,FALLBACK_MODEL_MISMATCH,KEEP_CURRENT,,,0.0,0.0,fallback_current,True,primary_feature_family_disagreement,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_006/off/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_10000m_p0p000deg_seed_202,0.0,202,low_texture,10000.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,NO_CORRECTION_NEEDED,0.0,0.0,0.0,0.0,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_006/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_10000m_p0p000deg_seed_202,0.0,202,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,-0.005191154121968932,0.02030997058005035,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_006/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_006/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_p0p000deg_seed_202,0.0,202,high_texture,7500.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_007/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_7500m_p0p000deg_seed_202,0.0,202,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,FALLBACK_MODEL_MISMATCH,KEEP_CURRENT,,,0.0,0.0,fallback_current,True,primary_feature_family_disagreement,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_007/off/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_7500m_p0p000deg_seed_202,0.0,202,high_texture,7500.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,NO_CORRECTION_NEEDED,0.0,0.0,0.0,0.0,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_007/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_7500m_p0p000deg_seed_202,0.0,202,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,0.013561415934022636,0.01164997794382777,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_007/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_007/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_p0p000deg_seed_202,0.0,202,high_texture,10000.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_008/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_10000m_p0p000deg_seed_202,0.0,202,high_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,FALLBACK_MODEL_MISMATCH,KEEP_CURRENT,,,0.0,0.0,fallback_current,True,primary_feature_family_disagreement,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_008/off/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_10000m_p0p000deg_seed_202,0.0,202,high_texture,10000.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,NO_CORRECTION_NEEDED,0.0,0.0,0.0,0.0,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_008/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_10000m_p0p000deg_seed_202,0.0,202,high_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,0.015345162601005295,0.0193508805644953,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_008/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_008/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_7500m_p0p050deg_seed_101,0.05,101,low_texture,7500.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_009/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_7500m_p0p050deg_seed_101,0.05,101,low_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,FALLBACK_MODEL_MISMATCH,KEEP_CURRENT,,,0.0,0.0,fallback_current,True,primary_feature_family_disagreement,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_009/off/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_7500m_p0p050deg_seed_101,0.05,101,low_texture,7500.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,APPLY_KNOWN_ERROR_CORRECTION,0.05,0.0,0.0,0.05,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_009/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_7500m_p0p050deg_seed_101,0.05,101,low_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,0.055636133167680686,0.023607369462085158,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_009/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_009/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_low_texture_10000m_p0p050deg_seed_101,0.05,101,low_texture,10000.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_010/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_10000m_p0p050deg_seed_101,0.05,101,low_texture,10000.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,FALLBACK_MODEL_MISMATCH,KEEP_CURRENT,,,0.0,0.0,fallback_current,True,primary_feature_family_disagreement,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_010/off/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_10000m_p0p050deg_seed_101,0.05,101,low_texture,10000.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,APPLY_KNOWN_ERROR_CORRECTION,0.05,0.0,0.0,0.05,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_010/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_low_texture_10000m_p0p050deg_seed_101,0.05,101,low_texture,10000.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,0.09988465933169821,0.015978469845828645,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_010/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_010/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_7500m_p0p050deg_seed_101,0.05,101,high_texture,7500.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_011/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_7500m_p0p050deg_seed_101,0.05,101,high_texture,7500.0,S1,clutter_only,clutter_only_six_pair_phase_ridge_p38_power_huber_grid_v1,FALLBACK_MODEL_MISMATCH,KEEP_CURRENT,,,0.0,0.0,fallback_current,True,primary_feature_family_disagreement,"['six_pair_clutter_phase', 'doppler_ridge_displacement', 'p38_phase_slope', 'multi_beam_power_secondary', 'reported_angle_geometry_platform']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_011/off/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_7500m_p0p050deg_seed_101,0.05,101,high_texture,7500.0,S1K,known_error_upper_bound,,KNOWN_EVALUATION,APPLY_KNOWN_ERROR_CORRECTION,0.05,0.0,0.0,0.05,known_error_upper_bound,False,,['configured known true-minus-reported servo error'],False,False,True,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_011/on/data/stage2_statistical_newprotocol_period_0000.bin']
clutter_servo_high_texture_7500m_p0p050deg_seed_101,0.05,101,high_texture,7500.0,Sassist,target_assisted,target_assisted_six_pair_phase_plus_multibeam_power_quadratic_pilot,VALID,NO_CORRECTION_NEEDED,-0.0761241996776321,0.02640925933170555,0.12930336177963292,0.0,deadband_current,False,,"['paired ON-OFF target residual', 'six pair cross-channel phases/coherences', 'reported header beam angles', 'configured nominal target/range hypothesis']",False,True,False,False,"['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_011/on/data/stage2_statistical_newprotocol_period_0000.bin', '/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_011/off/data/stage2_statistical_newprotocol_period_0000.bin']"
clutter_servo_high_texture_10000m_p0p050deg_seed_101,0.05,101,high_texture,10000.0,S0,current_reported,,CURRENT,KEEP_CURRENT,,,0.0,0.0,reported_header_current,False,,"['reported header angle', 'target-on evaluation raw']",False,False,False,False,['/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/clutter_only_servo_formal_compact_v2_20260914/cases/case_012/on/data/stage2_statistical_newprotocol_period_0000.bin']
